Close Prices,Average Return,Variance,Drift,Price Daily Return (Log),Price Daily Return (Simple)
116.26000213623047,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
120.87000274658203,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
123.51000213623047,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
124.04000091552734,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
121.4000015258789,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
121.44000244140625,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
117.0,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
118.8499984741211,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
122.8499984741211,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
124.91999816894531,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
127.72000122070312,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
132.88999938964844,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
132.64999389648438,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
134.80999755859375,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
134.8000030517578,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
138.07000732421875,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
131.60000610351562,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
135.72000122070312,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
136.92999267578125,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
138.0,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
143.7100067138672,0.01093479196175252,0.0005579660265842451,0.010655808948460398,0.040543741647112524,0.041376860245414405
